NAME,PRIMARY TYPE,LAST ERUPTION YEAR,COUNTRY,REGION2,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,EVIDENCE CATEGORY,POPULATION WITHIN 5KM,POPULATION WITHIN 10KM,POPULATION WITHIN 30KM,POPULATION WITHIN 100KM
Ivao Group,Pyroclastic cone(s),Unknown,Russia,"Kuril Islands","Kuril Islands",45.77,149.68,1426,Evidence Credible,1,10,37,959
Iwakisan,Stratovolcano,1863,Japan,"Japan, Taiwan, Marianas","Honshu",40.656,140.303,1625,Eruption Observed,918,13229,465065,1617801
Iwatesan,Complex,1919,Japan,"Japan, Taiwan, Marianas","Honshu",39.853,141.001,2038,Eruption Observed,439,18462,415920,2976795
Ixtepeque,Lava dome(s),Unknown,Guatemala,"México and Central America","Guatemala",14.42,-89.68,1292,Evidence Credible,131906,131906,374232,8263727
Iya,Stratovolcano,1969,Indonesia,"Indonesia","Lesser Sunda Islands",-8.897,121.645,637,Eruption Observed,10837,46835,62974,535387
Iyang-Argapura,Complex,Unknown,Indonesia,"Indonesia","Java",-7.97,113.57,3088,Evidence Credible,372,11959,1601344,10538031
Izalco,Stratovolcano,1966,El Salvador,"México and Central America","El Salvador and Honduras",13.813,-89.633,1950,Eruption Observed,937,55665,1272308,6415818
Iztaccihuatl,Stratovolcano,Unknown,Mexico,"México and Central America","Mexico",19.179,-98.642,5230,Evidence Credible,98,1343,1036172,27276280
Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Eruption Observed,2381,8037,8375,11837468
Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas","Honshu",34.9,139.098,1406,Eruption Observed,5886,61727,447660,17928355
Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Eruption Observed,21,21,21,21
Jackson Segment,Submarine,Unknown,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (northern)",42.15,-127.05,-3100,Unrest / Holocene,0,0,0,0
Jailolo,Stratovolcano,Unknown,Indonesia,"Indonesia","Halmahera",1.08,127.439,993,Evidence Credible,7459,21868,79855,633186
Jalua,Stratovolcano,Unknown,Eritrea,"Africa and Red Sea","Africa (northeastern) and Red Sea",15.042,39.82,713,Evidence Credible,2072,11783,44917,1439594
James Ross Island,Shield,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-64.15,-57.75,1630,Evidence Credible,0,0,0,0
Jan Mayen,Stratovolcano,1985,Norway,"Iceland and Arctic Ocean","Atlantic Ocean (Jan Mayen)",71.087,-8.146,2085,Eruption Observed,0,0,0,0
Jaraguay Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,"México and Central America","Mexico",29.33,-114.5,960,Evidence Credible,1933,1933,3141,21934
Jatun Mundo Quri Warani,Lava dome(s),Unknown,Bolivia,"South America","Northern Chile, Bolivia and Argentina",-19.78,-66.48,5438,Evidence Uncertain,73,341,6186,314777
Jayu Khota,Maar(s),Unknown,Bolivia,"South America","Northern Chile, Bolivia and Argentina",-19.463,-67.432,3650,Evidence Credible,176,856,6757,70825
Jefferson,Stratovolcano,950,United States,"Canada and Western USA","USA (Oregon)",44.674,-121.8,3199,Eruption Dated,0,0,823,556054
Jingbo,Volcanic field,-520,China,"Kamchatka and Mainland Asia","China (eastern)",44.08,128.83,1000,Eruption Dated,35038,35038,149132,2372857
Jocotitlan,Stratovolcano,1270,Mexico,"México and Central America","Mexico",19.73,-99.758,3900,Eruption Dated,7220,84108,630469,24986674
Jolo,Pyroclastic cone(s),1897,Philippines,"Philippines and SE Asia","Sulu Islands",6.013,121.057,811,Eruption Observed,46994,295392,517965,740953
Jom-Bolok,Volcanic field,-5180,Russia,"Kamchatka and Mainland Asia","Russia (southeastern)",52.713,99.021,2047,Eruption Dated,0,0,6,3578
Jordan Craters,Volcanic field,-1250,United States,"Canada and Western USA","USA (Oregon)",43.147,-117.46,1473,Eruption Dated,0,0,28,232946
Jumaytepeque,Stratovolcano,Unknown,Guatemala,"México and Central America","Guatemala",14.336,-90.269,1815,Evidence Uncertain,11369,79805,429177,7084813
Kaba,Stratovolcano,2000,Indonesia,"Indonesia","Sumatra",-3.522,102.615,1940,Eruption Observed,278,15352,333750,2608259
Kadovar,Stratovolcano,Unknown,Papua New Guinea,"Melanesia and Australia","Northeast of New Guinea",-3.608,144.588,365,Evidence Credible,0,0,1341,114708
Kagamil,Stratovolcano,1929,United States,"Alaska","Aleutian Islands",52.974,-169.72,893,Eruption Observed,0,0,0,7
Kaguyak,Lava dome(s),-3850,United States,"Alaska","Alaska Peninsula",58.608,-154.028,901,Eruption Dated,0,0,0,60
Kaikata Seamount,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,Unrest / Holocene,0,0,0,0
Kaikohe-Bay of Islands,Volcanic field,400,New Zealand,"New Zealand to Fiji","New Zealand",-35.3,173.9,388,Eruption Dated,13786,13786,18679,133899
Kaileney,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.8,160.67,1582,Evidence Uncertain,0,0,28,1751
Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.06,140.933,-173,Eruption Observed,0,0,0,160
Kalatungan,Stratovolcano,Unknown,Philippines,"Philippines and SE Asia","Mindanao",7.95,124.8,2824,Evidence Uncertain,418,27005,359527,5273061
Kambalny,Stratovolcano,2017,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.306,156.875,2116,Eruption Dated,0,20,572,4525
Kamen,Stratovolcano,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.02,160.593,4585,Evidence Credible,0,0,63,11138
Kana Keoki,Submarine,Unknown,Solomon Islands,"Melanesia and Australia","Bougainville and Solomon Islands",-8.75,157.03,-700,Evidence Credible,0,0,378,63959
Kanaga,Stratovolcano,2012,United States,"Alaska","Aleutian Islands",51.923,-177.168,1307,Eruption Observed,0,0,0,0
Kanlaon,Stratovolcano,2016,Philippines,"Philippines and SE Asia","Central Philippines",10.412,123.132,2435,Eruption Observed,1662,40276,923257,9345000
Kao,Stratovolcano,Unknown,Tonga,"New Zealand to Fiji","Tonga Islands",-19.67,-175.03,1030,Evidence Credible,236,1170,1563,8602
Karaca Dag,Shield,Unknown,Turkey,"Mediterranean and Western Asia","Turkey",37.67,39.83,1957,Evidence Credible,2157,6718,93286,2344496
Karang,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-6.268,106.05,1768,Evidence Uncertain,1006,73942,1753655,23398992
Karangetang,Stratovolcano,2016,Indonesia,"Indonesia","Sangihe Islands",2.781,125.407,1797,Eruption Observed,892,4478,11066,65667
Karapinar Field,Pyroclastic cone(s),Unknown,Turkey,"Mediterranean and Western Asia","Turkey",37.67,33.65,1302,Evidence Credible,46013,46013,73698,1220961
Karisimbi,Stratovolcano,-8050,DR Congo-Rwanda,"Africa and Red Sea","Africa (central)",-1.506,29.45,4490,Eruption Dated,9657,85615,1198124,10835260
Karkar,Stratovolcano,2014,Papua New Guinea,"Melanesia and Australia","Northeast of New Guinea",-4.649,145.964,1839,Eruption Observed,5,4159,20127,189841
Karpinsky Group,Cone(s),1952,Russia,"Kuril Islands","Kuril Islands",50.148,155.373,1326,Eruption Observed,0,104,516,1853
Karthala,Shield,2007,Comoros,"Middle East and Indian Ocean","Indian Ocean (western)",-11.75,43.38,2361,Eruption Observed,225379,225379,278330,399067
Karymsky,Stratovolcano,2017,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.049,159.443,1513,Eruption Observed,0,0,291,10848
Kasatochi,Stratovolcano,2008,United States,"Alaska","Aleutian Islands",52.177,-175.508,314,Eruption Observed,0,0,0,276
Kasuga 1,Submarine,1959,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.765,143.71,-598,Eruption Observed,0,0,0,0
Kasuga 2,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.6,143.637,-274,Evidence Credible,0,0,0,0
Katla,Subglacial,1918,Iceland,"Iceland and Arctic Ocean","Iceland (southern)",63.633,-19.083,1490,Eruption Observed,0,0,473,11326
Katmai,Stratovolcano,1912,United States,"Alaska","Alaska Peninsula",58.28,-154.963,2047,Eruption Observed,0,0,0,128
Katunga,Tuff cone,Unknown,Uganda,"Africa and Red Sea","Africa (central)",-0.471,30.191,1707,Evidence Credible,9430,144953,657740,5787434
Katwe-Kikorongo,Tuff cone(s),Unknown,Uganda,"Africa and Red Sea","Africa (central)",-0.08,29.92,1067,Evidence Credible,446218,446218,578503,6241035
Kavachi,Submarine,2007,Solomon Islands,"Melanesia and Australia","Bougainville and Solomon Islands",-8.991,157.979,-20,Eruption Observed,6,6,802,50014
Kawi-Butak,Stratovolcano(es),Unknown,Indonesia,"Indonesia","Java",-7.92,112.45,2651,Evidence Credible,507,127978,2927446,24141573
Kazbek,Stratovolcano,-750,Georgia,"Mediterranean and Western Asia","Western Asia",42.7,44.5,5050,Eruption Dated,0,9,7693,1749897
Kebeney,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.1,159.93,1527,Evidence Uncertain,0,0,218,6315
Kekurny,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.4,158.85,1377,Evidence Uncertain,0,6,46,6020
Kelimutu,Complex,1968,Indonesia,"Indonesia","Lesser Sunda Islands",-8.77,121.82,1639,Eruption Observed,746,9896,118605,606946
Kell,Stratovolcano(es),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.65,157.35,900,Evidence Credible,0,12,166,3586
Keluo Group,Pyroclastic cone(s),Unknown,China,"Kamchatka and Mainland Asia","China (eastern)",49.37,125.92,670,Evidence Credible,20323,20323,72863,994984
Kelut,Stratovolcano,2014,Indonesia,"Indonesia","Java",-7.93,112.308,1731,Eruption Observed,279,50901,2087876,24999627
Kendang,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.245,107.709,2594,Evidence Credible,7758,89790,2601697,21174023
Kerguelen Islands,Stratovolcano(es),Unknown,France,"Middle East and Indian Ocean","Indian Ocean (southern)",-49.58,69.5,1840,Evidence Uncertain,0,0,0,0
Kerinci,Stratovolcano,2016,Indonesia,"Indonesia","Sumatra",-1.697,101.264,3800,Eruption Observed,304,33878,264107,1437454
Ketoi,Stratovolcano,1960,Russia,"Kuril Islands","Kuril Islands",47.35,152.475,1172,Eruption Observed,1,10,11,90
Khangar,Stratovolcano,1500,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.761,157.407,1967,Eruption Dated,0,0,38,11805
Khanuy Gol,Volcanic field,Unknown,Mongolia,"Kamchatka and Mainland Asia","Mongolia",48.67,102.75,1886,Evidence Credible,6120,6120,6120,66243
Kharimkotan,Stratovolcano,1933,Russia,"Kuril Islands","Kuril Islands",49.12,154.508,1145,Eruption Observed,2,2,4,22
Khaybar,Volcanic field,650,Saudi Arabia,"Middle East and Indian Ocean","Middle East (southern)",25.0,39.92,2093,Eruption Observed,13619,13619,13619,1415732
Khodutka,Stratovolcano(es),-300,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.062,157.711,2039,Eruption Dated,0,0,187,3525
Kialagvik,Stratovolcano,Unknown,United States,"Alaska","Alaska Peninsula",57.203,-156.745,1677,Evidence Credible,0,0,0,71
Kick 'em Jenny,Submarine,2015,Grenada,"West Indies","West Indies",12.3,-61.64,-185,Eruption Observed,0,4687,72786,104256
Kikai,Caldera,2013,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",30.789,130.308,704,Eruption Observed,152,152,152,1002905
Kikhpinych,Stratovolcano(es),1550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.489,160.251,1506,Eruption Dated,0,29,687,4322
Kilauea,Shield,2017,United States,"Hawaii and Pacific Ocean","Hawaiian Islands",19.421,-155.287,1222,Eruption Observed,3122,3122,8495,169550
Kilimanjaro,Stratovolcano,Unknown,Tanzania,"Africa and Red Sea","Africa (eastern)",-3.07,37.35,5895,Evidence Credible,0,0,298129,2666479
Kinenin,Maar,850,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.35,160.97,583,Eruption Dated,0,0,94,3650
Kirishimayama,Shield,2011,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.934,130.862,1700,Eruption Observed,647,8415,407050,3972044
Kishb,Volcanic field,Unknown,Saudi Arabia,"Middle East and Indian Ocean","Middle East (southern)",22.8,41.38,1475,Evidence Credible,8028,8028,8028,25048
Kiska,Stratovolcano,1990,United States,"Alaska","Aleutian Islands",52.103,177.602,1220,Eruption Observed,0,0,0,0
Kita-Bayonnaise,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,Evidence Uncertain,0,0,0,232
Kita-Fukutokutai,Submarine,1954,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.417,141.417,-73,Eruption Observed,0,0,23,1209
Kita-Ioto,Stratovolcano,1945,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,Eruption Observed,158,162,162,1210
Kizimen,Stratovolcano,2013,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.131,160.32,2334,Eruption Observed,0,26,197,5564
Klabat,Stratovolcano,Unknown,Indonesia,"Indonesia","Sulawesi",1.454,125.031,1968,Unrest / Holocene,1352,39935,822740,1326026
Klyuchevskoy,Stratovolcano,2017,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.056,160.642,4754,Eruption Observed,0,0,292,12406
Kogaja-jima,Lava dome(s),Unknown,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.879,129.625,301,Evidence Uncertain,2,49,366,6423
Kolbeinsey Ridge,Submarine,1755,Iceland,"Iceland and Arctic Ocean","North of Iceland",66.67,-18.5,5,Eruption Observed,0,0,282,6146
Kolokol Group,Stratovolcano,1973,Russia,"Kuril Islands","Kuril Islands",46.042,150.083,1328,Eruption Observed,2,2,128,375
Komarov,Stratovolcano,950,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.033,160.725,2065,Eruption Dated,0,0,238,3756
Kone,Caldera(s),1820,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",8.8,39.692,1619,Eruption Observed,7289,27271,255387,4245801
Koniuji,Stratovolcano,-1150,United States,"Alaska","Aleutian Islands",52.22,-175.13,273,Eruption Dated,0,0,0,173
Koranga,Maar,Unknown,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-7.33,146.708,1500,Evidence Credible,12890,17417,50238,393634
Korath Range,Tuff cone(s),Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",5.1,35.88,912,Evidence Uncertain,24549,24549,48969,270726
Koro,Pyroclastic cone(s),Unknown,Fiji,"New Zealand to Fiji","Fiji Islands",-17.32,179.4,522,Evidence Uncertain,621,1759,1761,141037
Korosi,Shield,Unknown,Kenya,"Africa and Red Sea","Africa (eastern)",0.77,36.12,1446,Evidence Credible,1256,9641,85474,2051312
Korovin,Stratovolcano(es),2007,United States,"Alaska","Aleutian Islands",52.381,-174.166,1518,Eruption Observed,0,0,205,205
Koryaksky,Stratovolcano,2009,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",53.321,158.712,3430,Eruption Observed,0,13,142050,257322
Koshelev,Stratovolcano,1690,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.356,156.753,1822,Eruption Observed,0,2,855,4390
Kostakan,Pyroclastic cone(s),1350,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",53.83,158.05,1150,Eruption Dated,13,13,1352,232577
Koussi,Pyroclastic shield,Unknown,Chad,"Africa and Red Sea","Africa (northern)",19.8,18.53,3415,Evidence Credible,0,8,26,1616
Kozushima,Lava dome(s),838,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,Eruption Observed,2406,2406,5716,442731
Kozyrevsky,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.58,158.38,2016,Evidence Uncertain,0,0,18,6723
Krafla,Caldera,1984,Iceland,"Iceland and Arctic Ocean","Iceland (northeastern)",65.715,-16.728,800,Eruption Observed,384,384,1258,25667
Krainy,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.37,159.03,1554,Evidence Uncertain,0,0,52,6869
Krakatau,Caldera,2017,Indonesia,"Indonesia","Krakatau",-6.102,105.423,813,Eruption Observed,7177,7177,8027,6326159
Krasheninnikov,Caldera,1550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.596,160.27,1816,Eruption Dated,308,308,814,4674
Kronotsky,Stratovolcano,1923,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.753,160.533,3482,Eruption Observed,0,12,1323,3531
Krummel-Garbuna-Welcker,Stratovolcano(es),2008,Papua New Guinea,"Melanesia and Australia","New Britain",-5.416,150.027,564,Eruption Observed,91,8207,58235,143455
Krysuvik,Crater rows,1340,Iceland,"Iceland and Arctic Ocean","Iceland (southwestern)",63.883,-22.083,360,Eruption Observed,29070,29070,164484,195915
Ksudach,Stratovolcano,1907,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.844,157.572,1079,Eruption Observed,0,0,244,3850
Kuchinoerabujima,Stratovolcano(es),2015,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",30.443,130.218,639,Eruption Observed,1544,1698,5348,149518
Kuchinoshima,Stratovolcano(es),1190,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.968,129.926,628,Eruption Dated,93,101,291,11002
Kueishantao,Stratovolcano,1785,Taiwan,"Japan, Taiwan, Marianas","Taiwan",24.841,121.953,361,Eruption Observed,1,6523,471596,10011370
Kuh-e Nader,Volcanic field,Unknown,Iran,"Middle East and Indian Ocean","Middle East (eastern)",28.17,60.67,1500,Evidence Uncertain,2979,2979,17818,232462
Kujusan,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.086,131.249,1791,Eruption Observed,1667,11771,181541,7815706
Kukak,Stratovolcano,Unknown,United States,"Alaska","Alaska Peninsula",58.453,-154.355,2043,Unrest / Holocene,0,0,0,125
Kula,Pyroclastic cone(s),Unknown,Turkey,"Mediterranean and Western Asia","Turkey",38.58,28.52,750,Evidence Credible,66866,66866,187845,2655406
Kulkev,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.37,158.37,915,Evidence Uncertain,2,30,278,3407
Kunlun Volcanic Group,Pyroclastic cone(s),1951,China,"Kamchatka and Mainland Asia","China (western)",35.52,80.2,5808,Eruption Observed,1253,1253,3212,22621
Kupreanof,Stratovolcano,1987,United States,"Alaska","Alaska Peninsula",56.011,-159.797,1895,Eruption Observed,0,0,11,969
Kurikomayama,Stratovolcano,1950,Japan,"Japan, Taiwan, Marianas","Honshu",38.961,140.788,1627,Eruption Observed,226,1081,104165,4615592
Kurile Lake,Caldera,-6440,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.45,157.12,81,Eruption Dated,23,23,397,4078
Kurose Hole,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.4,139.68,-107,Evidence Uncertain,0,0,46,14951
Kurub,Shield,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",11.88,41.208,625,Evidence Credible,8,9,64938,341992
Kusatsu-Shiranesan,Stratovolcano(es),1983,Japan,"Japan, Taiwan, Marianas","Honshu",36.618,138.528,2165,Eruption Observed,4485,14296,434049,5947593
Kussharo,Caldera,1320,Japan,"Japan, Taiwan, Marianas","Hokkaido",43.608,144.443,574,Eruption Dated,8331,8331,26476,680109
Kuttara,Stratovolcano(es),1820,Japan,"Japan, Taiwan, Marianas","Hokkaido",42.491,141.16,549,Eruption Dated,10198,34015,220509,3371955
Kutum Volcanic Field,Pyroclastic cone(s),Unknown,Sudan,"Africa and Red Sea","Africa (northern)",14.57,25.85,1779,Evidence Uncertain,30569,30569,30569,194797
Kuwae,Caldera,1974,Vanuatu,"Melanesia and Australia","Vanuatu",-16.829,168.536,-2,Eruption Observed,2836,2836,5725,48609
Kverkfjoll,Stratovolcano,1968,Iceland,"Iceland and Arctic Ocean","Iceland (northeastern)",64.653,-16.647,1930,Eruption Observed,0,0,0,2901
Kyatwa,Tuff cone(s),Unknown,Uganda,"Africa and Red Sea","Africa (central)",0.45,30.25,1430,Evidence Uncertain,271685,271685,537190,4350194
Kyejo,Stratovolcano,1800,Tanzania,"Africa and Red Sea","Africa (eastern)",-9.229,33.792,2176,Eruption Observed,2259,38428,378511,2263665
La Palma,Stratovolcano(es),1971,Spain,"Atlantic Ocean","Canary Islands",28.57,-17.83,2426,Eruption Observed,442,18506,55922,85416
Laguna Caldera,Caldera,Unknown,Philippines,"Philippines and SE Asia","Luzon",14.42,121.27,743,Unrest / Holocene,625567,625567,7073814,26270664
Lajas,Shield,Unknown,Nicaragua,"México and Central America","Nicaragua",12.3,-85.73,926,Evidence Uncertain,1901,11384,130109,3304910
